text,category,cleaned_text,char_count,word_count
"Overpriced, terrible service and dirty - AVOID AT ALL COSTS",Services,overpriced terrible service and dirty avoid at all cost,59,10
Friendly Staff Dirty Hotel,Rooms,friendly staff dirty hotel,26,4
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Rooms,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
great location and beautiful beach,Recreation,great location and beautiful beach,34,5
Great atmosphere but poor quality of service,Food,great atmosphere but poor quality of service,44,7
Lovely location spoilt by the lack of customer service,Recreation,lovely location spoilt by the lack of customer service,54,9
Friendly Staff Dirty Hotel,Rooms,friendly staff dirty hotel,26,4
I do not recommend it if you have actually previously vacationed in 4*-5* hotels.,Rooms,i do not recommend it if you have actually previously vacationed in hotel,81,14
Even if you book in advance you may not get a good room!,Rooms,even if you book in advance you may not get a good room,56,13
Buffet is not good.,Food,buffet is not good,19,4
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Services,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
"Terrible property, they have some audacity to call themselves a 5 Star",Rooms,terrible property they have some audacity to call themselves a star,70,12
"When I walked in the lobby, it was very crowede and noisy, I saw the swimming pool from lobby, it was as crowded as disneyland, I cannot believe this is a 5 star hotel. And the swimming pool was somehow under maintance, can see the view as saw on the website. No bath tub in the bathroom. My flight was 12 noon, so I had an early breakfast at 7:20am, the breakfast time started at 7am, but it was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no Professional at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Services,when i walked in the lobby it wa very crowede and noisy i saw the swimming pool from lobby it wa a crowded a disneyland i can not believe this is a star hotel and the swimming pool wa somehow under maintance can see the view a saw on the website no bath tub in the bathroom my flight wa noon so i had an early breakfast at am the breakfast time started at am but it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"The hotel needs refurbishment.  Some of the corridors and courtyards were in a very poor state. The meals were OK, although not up to 5 star standard. There was only one ala carte restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately,  cant say the same of the reception staff who would benefit from a communication skills training course.  The Gym was very poorly equipped and certainly did not merit a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not up to star standard there wa only one ala carte restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant say the same of the reception staff who would benefit from a communication skill training course the gym wa very poorly equipped and certainly did not merit a star status,464,81
Amazing property with great people,Food,amazing property with great people,34,5
Good hotel but awful service,Services,good hotel but awful service,28,5
I ordered my breakfast to the room which I didn't get .then they firmly apologized for not  giving me the breakfast.then asked me to have the lunch instead .then when I had the lunch asked me to pay for it .mind you I was allocated for a complimentary breakfast with the package I paid .,Food,i ordered my breakfast to the room which i didnt get then they firmly apologized for not giving me the breakfastthen asked me to have the lunch instead then when i had the lunch asked me to pay for it mind you i wa allocated for a complimentary breakfast with the package i paid,287,55
"Less Buffet.
Not match with 5 star grade hotel",Food,less buffet not match with star grade hotel,47,9
Great atmosphere but poor quality of service,Services,great atmosphere but poor quality of service,44,7
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Food,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
Bad experience they didn’t smile till we tipped them I didn’t feel welcomed at all,Services,bad experience they didnt smile till we tipped them i didnt feel welcomed at all,82,15
Not great.  Not sure what alternative there may be.  Just a giant ugly hotel.,Food,not great not sure what alternative there may be just a giant ugly hotel,77,14
What happened to the food,Food,what happened to the food,25,5
"superb beach, excellent food, very nice hotel/pool but rooms a bit shabby",Recreation,superb beach excellent food very nice hotelpool but room a bit shabby,73,12
"Terrible property, they have some audacity to call themselves a 5 Star",Rooms,terrible property they have some audacity to call themselves a star,70,12
Good property but unable to handle crowds with poor processes in place,Rooms,good property but unable to handle crowd with poor process in place,70,12
"Less Buffet.
Not match with 5 star grade hotel",Food,less buffet not match with star grade hotel,47,9
"Beautiful beach, Seedy, Overpriced, with friendly but incompetant staff",Recreation,beautiful beach seedy overpriced with friendly but incompetant staff,71,9
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Recreation,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
Great Location. Ancient old rooms & poor Service.,Rooms,great location ancient old room poor service,49,8
Poor Service at lunch buffet,Services,poor service at lunch buffet,28,5
Great Location. Ancient old rooms & poor Service.,Services,great location ancient old room poor service,49,8
"Stay was great but
1.  Considering there is nothing nearby to eat the food choices for A la cart and Room service are very very limited.
2. Phone receiver was smelly. None of the buttons worked
3. Door stopper broken and the the door kept banging if left open for a few seconds
4. Space beneath bed had not been swept or cleaned in a long time
5. TV was not working .
Hotel staff were warm and Service was lovely. The location and rooms were fabulous, so we overlooked all faults except  Point number 1 on Food.",Food,stay wa great but considering there is nothing nearby to eat the food choice for a la cart and roomservice are very very limited phone receiver wa smelly none of the button worked door stopper broken and the the door kept banging if left open for a few second space beneath bed had not been swept or cleaned in a long time tv wa not working hotel staff were warm and service wa lovely the location and room were fabulous so we overlooked all fault except point number on food,517,98
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
Not a 5 Star hotel - no entertainment - poor restaurant choices.,Recreation,not a star hotel no entertainment poor restaurant choice,64,12
Really poor service,Services,really poor service,19,3
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Food,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
"When I walked in the lobby, it was very crowede and noisy, I saw the swimming pool from lobby, it was as crowded as disneyland, I cannot believe this is a 5 star hotel. And the swimming pool was somehow under maintance, can see the view as saw on the website. No bath tub in the bathroom. My flight was 12 noon, so I had an early breakfast at 7:20am, the breakfast time started at 7am, but it was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no Professional at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Recreation,when i walked in the lobby it wa very crowede and noisy i saw the swimming pool from lobby it wa a crowded a disneyland i can not believe this is a star hotel and the swimming pool wa somehow under maintance can see the view a saw on the website no bath tub in the bathroom my flight wa noon so i had an early breakfast at am the breakfast time started at am but it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
"Stay was great but
1.  Considering there is nothing nearby to eat the food choices for A la cart and Room service are very very limited.
2. Phone receiver was smelly. None of the buttons worked
3. Door stopper broken and the the door kept banging if left open for a few seconds
4. Space beneath bed had not been swept or cleaned in a long time
5. TV was not working .
Hotel staff were warm and Service was lovely. The location and rooms were fabulous, so we overlooked all faults except  Point number 1 on Food.",Food,stay wa great but considering there is nothing nearby to eat the food choice for a la cart and roomservice are very very limited phone receiver wa smelly none of the button worked door stopper broken and the the door kept banging if left open for a few second space beneath bed had not been swept or cleaned in a long time tv wa not working hotel staff were warm and service wa lovely the location and room were fabulous so we overlooked all fault except point number on food,517,98
The worst meal in Sri Lanka,Food,the worst meal in sri lanka,27,6
Fantastic F&B degraded by dirty old rooms,Rooms,fantastic fb degraded by dirty old room,41,7
Great location and property......below average food and service,Food,great location and propertybelow average food and service,63,8
"Beautiful beach, if you can get on it!",Recreation,beautiful beach if you can get on it,38,8
An oasis under potential threat,Food,an oasis under potential threat,31,5
Not great.  Not sure what alternative there may be.  Just a giant ugly hotel.,Food,not great not sure what alternative there may be just a giant ugly hotel,77,14
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Rooms,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
Friendly Staff Dirty Hotel,Services,friendly staff dirty hotel,26,4
"I thought the ""fine dining"" restaurant was disappointing and over-priced. The hotel felt too ""Buckland's Holiday Camp"" for me. Couldn't wait to leave each day on other activities outside the hotel. It looked to me also that the original building design had been messed with. The model airplane at the end of the 'infinity"" pool was ridiculous. Surely Geofrey bawa would not have approved.",Food,i thought the fine dining restaurant wa disappointing and overpriced the hotel felt too bucklands holiday camp for me couldnt wait to leave each day on other activity outside the hotel it looked to me also that the original building design had been messed with the model airplane at the end of the infinity pool wa ridiculous surely geofrey bawa would not have approved,388,64
"The hotel needs refurbishment.  Some of the corridors and courtyards were in a very poor state. The meals were OK, although not up to 5 star standard. There was only one ala carte restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately,  cant say the same of the reception staff who would benefit from a communication skills training course.  The Gym was very poorly equipped and certainly did not merit a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not up to star standard there wa only one ala carte restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant say the same of the reception staff who would benefit from a communication skill training course the gym wa very poorly equipped and certainly did not merit a star status,464,81
great location and beautiful beach,Recreation,great location and beautiful beach,34,5
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Recreation,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrating disappointment.  We arrived tired and sick, hoping for a clean comfortable room and some simple food.  Even though we had booked and paid 6 months earlier, it took a long time to allocate us a room.  The room smelled of mould and mould was easily found in the bathroom. My wife complained, but all the staff could do was find the missing outdoor furniture. At dinner, the first night, we had difficulty finding plain food, that would not aggravate our upset stomachs.  The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer was undone by management, who declared we had been selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already paid for.  At least at checkout, as some compensation, the hotel did not charge for the sandwich and hamburger, we had at the bar.  After my wife presented mouldy toiletries to management, they did offer to change rooms, on the second day; but it was too little too late.  The hotel has an impressive entrance and sea view.  But what good are those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a clean comfortable room and some simple food even though we had booked and paid month earlier it took a long time to allocate u a room the room smelled of mould and mould wa easily found in the bathroom my wife complained but all the staff could do wa find the missing outdoor furniture at dinner the first night we had difficulty finding plain food that would not aggravate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the next day this offer wa undone by management who declared we had been selected for fine dining fearing this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already paid for at least at checkout a some compensation the hotel did not charge for the sandwich and hamburger we had at the bar after my wife presented mouldy toiletry to management they did offer to change room on the second day but it wa too little too late the hotel ha an impressive entrance and sea view but what good are those when the hotel fails the basic of room and food,1273,226
We were loking forward to staying at this hotel on the coast as we were not travelling to the Maldives.  However we were dissapointed with the service and food during our stay. The only savibg grace was being upgraded and the room we got was fantastic. The hotel is set in a great location but if you do not  like being hasseled on the so called private beach then this hotel is not for you. There were many locals on the beach trying to sell guests goods in full view of the scurity guards. However the security guards did not stop this from happening and we will not be returning to this hotel.,Food,we were loking forward to staying at this hotel on the coast a we were not travelling to the maldives however we were dissapointed with the service and food during our stay the only savibg grace wa being upgraded and the room we got wa fantastic the hotel is set in a great location but if you do not like being hasseled on the so called private beach then this hotel is not for you there were many local on the beach trying to sell guest good in full view of the scurity guard however the security guard did not stop this from happening and we will not be returning to this hotel,596,113
"Never have we ever been into such as filthy, serivce-lacking beach resort.  The whole premises is a run-down.  The restaurants are not clean: sticky tables covered with juice stains; rotten salad, bread crumbs and fish bones seem to be part of the chairs and cushions.  Serving beverages with cracked cups/glasses which also have dead insects gluing to them.  The food is not well prepared neither fresh, including the seafood!  Annoyed to be served with stale seafood in a beach resot!  Hotel beach is decorated with trash, including broken bottles.  Guests pay 5-star-resort tariff while 1-star serive is provided.",Recreation,never have we ever been into such a filthy serivcelacking beach resort the whole premise is a rundown the restaurant are not clean sticky table covered with juice stain rotten salad bread crumb and fish bone seem to be part of the chair and cushion serving beverage with cracked cupsglasses which also have dead insect gluing to them the food is not well prepared neither fresh including the seafood annoyed to be served with stale seafood in a beach resot hotel beach is decorated with trash including broken bottle guest pay starresort tariff while star serive is provided,616,98
"We felt we could not relax whilst in the grounds, the local sellers both men and women, hid in the bushes of the hotel on the beach, waiting to get people's attention.  As soon as you stepped onto the beach, you were surrounded by them.  Also so much rubbish strewn about the perimeter.  Overall the hotel lacked any atmosphere, maybe it is too large for that?
The staff were all lovely and friendly.  For the money we both felt very let down, it is marked as a 5 star hotel but I would disagree with that.",Recreation,we felt we could not relax whilst in the ground the local seller both men and woman hid in the bush of the hotel on the beach waiting to get people attention a soon a you stepped onto the beach you were surrounded by them also so much rubbish strewn about the perimeter overall the hotel lacked any atmosphere maybe it is too large for that the staff were all lovely and friendly for the money we both felt very let down it is marked a a star hotel but i would disagree with that,507,96
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrating disappointment.  We arrived tired and sick, hoping for a clean comfortable room and some simple food.  Even though we had booked and paid 6 months earlier, it took a long time to allocate us a room.  The room smelled of mould and mould was easily found in the bathroom. My wife complained, but all the staff could do was find the missing outdoor furniture. At dinner, the first night, we had difficulty finding plain food, that would not aggravate our upset stomachs.  The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer was undone by management, who declared we had been selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already paid for.  At least at checkout, as some compensation, the hotel did not charge for the sandwich and hamburger, we had at the bar.  After my wife presented mouldy toiletries to management, they did offer to change rooms, on the second day; but it was too little too late.  The hotel has an impressive entrance and sea view.  But what good are those when the hotel fails the basics of room and food.",Recreation,our planned highlight to the end of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a clean comfortable room and some simple food even though we had booked and paid month earlier it took a long time to allocate u a room the room smelled of mould and mould wa easily found in the bathroom my wife complained but all the staff could do wa find the missing outdoor furniture at dinner the first night we had difficulty finding plain food that would not aggravate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the next day this offer wa undone by management who declared we had been selected for fine dining fearing this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already paid for at least at checkout a some compensation the hotel did not charge for the sandwich and hamburger we had at the bar after my wife presented mouldy toiletry to management they did offer to change room on the second day but it wa too little too late the hotel ha an impressive entrance and sea view but what good are those when the hotel fails the basic of room and food,1273,226
"I thought the ""fine dining"" restaurant was disappointing and over-priced. The hotel felt too ""Buckland's Holiday Camp"" for me. Couldn't wait to leave each day on other activities outside the hotel. It looked to me also that the original building design had been messed with. The model airplane at the end of the 'infinity"" pool was ridiculous. Surely Geofrey bawa would not have approved.",Rooms,i thought the fine dining restaurant wa disappointing and overpriced the hotel felt too bucklands holiday camp for me couldnt wait to leave each day on other activity outside the hotel it looked to me also that the original building design had been messed with the model airplane at the end of the infinity pool wa ridiculous surely geofrey bawa would not have approved,388,64
"I thought the ""fine dining"" restaurant was disappointing and over-priced. The hotel felt too ""Buckland's Holiday Camp"" for me. Couldn't wait to leave each day on other activities outside the hotel. It looked to me also that the original building design had been messed with. The model airplane at the end of the 'infinity"" pool was ridiculous. Surely Geofrey bawa would not have approved.",Rooms,i thought the fine dining restaurant wa disappointing and overpriced the hotel felt too bucklands holiday camp for me couldnt wait to leave each day on other activity outside the hotel it looked to me also that the original building design had been messed with the model airplane at the end of the infinity pool wa ridiculous surely geofrey bawa would not have approved,388,64
Great Location. Ancient old rooms & poor Service.,Rooms,great location ancient old room poor service,49,8
Relaxing day with great service and facilities all around,Rooms,relaxing day with great service and facility all around,57,9
Didnt enjoy the food,Food,didnt enjoy the food,20,4
great location and beautiful beach,Rooms,great location and beautiful beach,34,5
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
Terrible experience with shameful behaviour from staff,Services,terrible experience with shameful behaviour from staff,54,7
"Potential to be great and probably once was, but not now !",Food,potential to be great and probably once wa but not now,58,12
Nice beach location,Rooms,nice beach location,19,3
Great location and property......below average food and service,Services,great location and propertybelow average food and service,63,8
Great premises but room was small,Rooms,great premise but room wa small,33,6
"If you want to relax at a construction site, this is the place for you!!!!",Rooms,if you want to relax at a construction site this is the place for you,74,15
